IDS_TEXTCLIENT_INC_000001	Karte
IDS_TEXTCLIENT_INC_003797	Master
IDS_TEXTCLIENT_INC_003798	Hero
IDS_TEXTCLIENT_INC_003799	Um %s zu bekommen, benötigst du von %s Coupons %d Stück. Du kannst den Umtausch nicht rückgängig machen. Willst du wirklich tauschen?
IDS_TEXTCLIENT_INC_003800	Du hast nicht genügend Coupons für den Tausch.
IDS_TEXTCLIENT_INC_003801	Dein Level ist nicht hoch genug.
IDS_TEXTCLIENT_INC_003802	%s wurde dir per ingame Mail zugeschickt.
IDS_TEXTCLIENT_INC_003803	%s Umtausch wurde durchgeführt
IDS_TEXTCLIENT_INC_003804	Flyff Kurz-Event beginnt!
IDS_TEXTCLIENT_INC_003805	Flyff Kurz-Event wurde beendet!
IDS_TEXTCLIENT_INC_003806	Dragon Mask(M) Umtauschoptionen
IDS_TEXTCLIENT_INC_003807	Hier kannst du Masken des Drachenkönigs (M) gegen Masken mit anderen Boni eintauschen.
IDS_TEXTCLIENT_INC_003808	Destructive D.K.'s Mask(M) - Destructive -> Lightspeed
IDS_TEXTCLIENT_INC_003809	Destructive D.K.'s Mask(M) - Lightspeed -> Almighty
IDS_TEXTCLIENT_INC_003810	Destructive D.K.'s Mask(M) - Almighty -> Destructive
IDS_TEXTCLIENT_INC_003811	Lightspeed D.K.'s Mask(M) - Destructive -> Lightspeed
IDS_TEXTCLIENT_INC_003812	Lightspeed D.K.'s Mask(M) - Lightspeed -> Almighty
IDS_TEXTCLIENT_INC_003813	Lightspeed D.K.'s Mask(M) - Almighty -> Destructive
IDS_TEXTCLIENT_INC_003814	Almighty D.K.'s Mask(M) - Destructive -> Lightspeed
IDS_TEXTCLIENT_INC_003815	Almighty D.K.'s Mask(M) - Lightspeed -> Almighty
IDS_TEXTCLIENT_INC_003816	Almighty D.K.'s Mask(M) - Almighty -> Destructive
IDS_TEXTCLIENT_INC_003817	Masken Umtauschoptionen (F)
IDS_TEXTCLIENT_INC_003818	Hier kannst du Masken des Drachenkönigs (F) gegen Masken mit anderen Boni eintauschen.
IDS_TEXTCLIENT_INC_003819	Destructive D.K.'s Mask(F) - Destructive -> Lightspeed
IDS_TEXTCLIENT_INC_003820	Destructive D.K.'s Mask(F) - Lightspeed -> Almighty
IDS_TEXTCLIENT_INC_003821	Destructive D.K.'s Mask(F) - Almighty -> Destructive
IDS_TEXTCLIENT_INC_003822	Lightspeed D.K.'s Mask(F) - Destructive -> Lightspeed
IDS_TEXTCLIENT_INC_003823	Lightspeed D.K.'s Mask(F) - Lightspeed -> Almighty
IDS_TEXTCLIENT_INC_003824	Lightspeed D.K.'s Mask(F) - Almighty -> Destructive
IDS_TEXTCLIENT_INC_003825	Almighty D.K.'s Mask(F) - Destructive -> Lightspeed
IDS_TEXTCLIENT_INC_003826	Almighty D.K.'s Mask(F) - Lightspeed -> Almighty
IDS_TEXTCLIENT_INC_003827	Almighty D.K.'s Mask(F) - Almighty -> Destructive
IDS_TEXTCLIENT_INC_003828	FLY FOR FUN !! Willkommen im Coupon Shop!
IDS_TEXTCLIENT_INC_003829	
IDS_TEXTCLIENT_INC_003830	Wähle den gewünschten Gegenstand aus der Liste!
IDS_TEXTCLIENT_INC_003831	Liste nach Gegenständen durchsuchen
IDS_TEXTCLIENT_INC_003832	Flyff Coupon Shop
IDS_TEXTCLIENT_INC_003833	Flyff Coupon Tausch
IDS_TEXTCLIENT_INC_003834	Hier kannst du Flyff Bruchstücke gegen einen Coupon eintauschen.
IDS_TEXTCLIENT_INC_003835	je 1 F, L, Y Bruchstücke -> 1 FLY Coupon
IDS_TEXTCLIENT_INC_003836	je 1 F, O, R Bruchstücke -> 1 FOR Coupon
IDS_TEXTCLIENT_INC_003837	je 1 F, U, N Bruchstücke -> 1 FUN Coupon
IDS_TEXTCLIENT_INC_003838	je 50 F, L, Y Bruchstücke -> 50 FLY Coupons
IDS_TEXTCLIENT_INC_003839	je 50 F, O, R Bruchstücke -> 50 FOR Coupons
IDS_TEXTCLIENT_INC_003840	je 50 F, U, N Bruchstücke -> 50 FUN Coupons
IDS_TEXTCLIENT_INC_003841	je 100 F, L, Y Bruchstücke -> 100 FLY Coupons
IDS_TEXTCLIENT_INC_003842	je 100 F, O, R Bruchstücke -> 100 FOR Coupons
IDS_TEXTCLIENT_INC_003843	je 100 F, U, N Bruchstücke -> 100 FUN Coupons
IDS_TEXTCLIENT_INC_003844	[Flyff Piece]
IDS_TEXTCLIENT_INC_003845	FLY FOR FUN ! \nDeine Spielzeit hat %d Minuten erreicht, Gegenstand %s wurde verschickt. Gehe zum \nTausch-NPC, wenn du genug Bruchstücke gesammelt hast!
IDS_TEXTCLIENT_INC_003846	Kein Gegenstand für deine Klasse.
IDS_TEXTCLIENT_INC_003847	Wähle einen anderen Gegenstand aus der Liste aus.
IDS_TEXTCLIENT_INC_003848	Nicht für den Verkauf
IDS_TEXTCLIENT_INC_003849	Dieser Gegenstand kann nicht im Shop verkauft werden
IDS_TEXTCLIENT_INC_003850	Die Miete für das Gildenhaus wurde bezahlt.
IDS_TEXTCLIENT_INC_003851	Du kannst diesen Gegenstand nur benutzen, wenn du Karma besitzt.
IDS_TEXTCLIENT_INC_003852	Verbleibende Versuche: %d / %d
IDS_TEXTCLIENT_INC_003853	Verbleibende Versuche: %d / %d
IDS_TEXTCLIENT_INC_003854	Verbleibende Versuche: %d / %d
IDS_TEXTCLIENT_INC_003855	Du kannst diesen Gegenstand nur auf einem PK-Server benutzen.
IDS_TEXTCLIENT_INC_003856	Bead of STR Lvl 1
IDS_TEXTCLIENT_INC_003857	Bead of STR Lvl 2
IDS_TEXTCLIENT_INC_003858	Bead of DEX Lvl 1
IDS_TEXTCLIENT_INC_003859	Bead of DEX Lvl 2
IDS_TEXTCLIENT_INC_003860	Bead of INT Lvl 1
IDS_TEXTCLIENT_INC_003861	Bead of INT Lvl 2
IDS_TEXTCLIENT_INC_003862	Bead of STA Lvl 1
IDS_TEXTCLIENT_INC_003863	Bead of STA Lvl 2
IDS_TEXTCLIENT_INC_003864	Bead of Additional Damage Lvl 1
IDS_TEXTCLIENT_INC_003865	Bead of Additional Damage Lvl 2
IDS_TEXTCLIENT_INC_003866	Bead of Speedy Thought Lvl 1
IDS_TEXTCLIENT_INC_003867	Bead of Speedy Thought Lvl 2
IDS_TEXTCLIENT_INC_003868	Bead of Spell Maximizing Lvl 1
IDS_TEXTCLIENT_INC_003869	Bead of Spell Maximizing Lvl 2
IDS_TEXTCLIENT_INC_003870	Bead of Short Range Block Lvl 1
IDS_TEXTCLIENT_INC_003871	Bead of Short Range Block Lvl 2
IDS_TEXTCLIENT_INC_003872	Bead of Long Range Block Lvl 1
IDS_TEXTCLIENT_INC_003873	Bead of Long Range Block Lvl 2
IDS_TEXTCLIENT_INC_003874	Bead of Hit Lvl 1
IDS_TEXTCLIENT_INC_003875	Bead of Hit Lvl 2
IDS_TEXTCLIENT_INC_003876	Bead of Wind Lvl 1
IDS_TEXTCLIENT_INC_003877	Bead of Wind Lvl 2 
IDS_TEXTCLIENT_INC_003878	Bead of Sharpness Lvl 1
IDS_TEXTCLIENT_INC_003879	Bead of Sharpness Lvl 2 
IDS_TEXTCLIENT_INC_003880	Bead of Speedy Hand Lvl 1
IDS_TEXTCLIENT_INC_003881	Bead of Speedy Hand Lvl 2
IDS_TEXTCLIENT_INC_003882	Bead of Attack Lvl 1
IDS_TEXTCLIENT_INC_003883	Bead of Attack Lvl 2
IDS_TEXTCLIENT_INC_003884	Bead of Defense Lvl 1
IDS_TEXTCLIENT_INC_003885	Bead of Defense Lvl 2
IDS_TEXTCLIENT_INC_003886	Bead of Magic Attack Lvl 1
IDS_TEXTCLIENT_INC_003887	Bead of Magic Attack Lvl 2
IDS_TEXTCLIENT_INC_003888	Bead of Evasion Lvl 1
IDS_TEXTCLIENT_INC_003889	Bead of Evasion Lvl 2
IDS_TEXTCLIENT_INC_003890	Bead of Blessing Lvl 1
IDS_TEXTCLIENT_INC_003891	Bead of Blessing Lvl 2
IDS_TEXTCLIENT_INC_003892	Bead of Vampire Lvl 1
IDS_TEXTCLIENT_INC_003893	Bead of Vampire Lvl 2
IDS_TEXTCLIENT_INC_003894	Bead of Agility Lvl 1
IDS_TEXTCLIENT_INC_003895	Bead of Agility Lvl 2
IDS_TEXTCLIENT_INC_003896	Bead of Hunter Lvl 1
IDS_TEXTCLIENT_INC_003897	Bead of Hunter Lvl 2
IDS_TEXTCLIENT_INC_003898	Low Bead of Soul Reaving (Permanent)
IDS_TEXTCLIENT_INC_003899	Middle Bead of Soul Reaving (Permanent) 
IDS_TEXTCLIENT_INC_003900	Bead of the Berserker Lvl 1 (Permanent)
IDS_TEXTCLIENT_INC_003901	Bead of the Berserker Lvl 2 (Permanent)
IDS_TEXTCLIENT_INC_003902	Bead of the Wizard Lvl 1 (Permanent)
IDS_TEXTCLIENT_INC_003903	Bead of the Wizard Lvl 2 (Permanent)
IDS_TEXTCLIENT_INC_003904	Tausche Note Box
IDS_TEXTCLIENT_INC_003905	Tausche Flami's Guitar gegen Galaxy Guitar
IDS_TEXTCLIENT_INC_003906	Tausche Note Box
IDS_TEXTCLIENT_INC_003907	5 Yellow Notes -> 1 Premium Teleport Map
IDS_TEXTCLIENT_INC_003908	15 Yellow Notes -> 1 Fly For Fun Box
IDS_TEXTCLIENT_INC_003909	5 Red Notes -> 1 Brave Man's Box
IDS_TEXTCLIENT_INC_003910	15 Red Notes -> 3 Medium Guild House Teleporter (7 Tage)
IDS_TEXTCLIENT_INC_003911	5 Blue Notes -> 1 Resurrection Box
IDS_TEXTCLIENT_INC_003912	30 Blue Notes -> 1 Yellow Chameleon Hat
IDS_TEXTCLIENT_INC_003913	5 Green Notes -> 1 Dancing Pet
IDS_TEXTCLIENT_INC_003914	15 Green Notes -> 1 Scroll of Pet Recovery (S)
IDS_TEXTCLIENT_INC_003915	Tausche Flami's Guitar gegen Galaxy Guitar
IDS_TEXTCLIENT_INC_003916	1 Flami's Guitar -> 1 Galaxy Guitar
IDS_TEXTCLIENT_INC_003917	Nur Gegenstände aus dem Inventar können benutzt werden.
IDS_TEXTCLIENT_INC_003918	Midsummer Night Event
IDS_TEXTCLIENT_INC_003919	Midsummer Night Event
IDS_TEXTCLIENT_INC_003920	Midsummer Night Event
IDS_TEXTCLIENT_INC_003921	Midsummer Night Event
IDS_TEXTCLIENT_INC_003922	Midsummer Night Event
IDS_TEXTCLIENT_INC_003923	Midsummer Night Event
IDS_TEXTCLIENT_INC_003924	Midsummer Night Event
IDS_TEXTCLIENT_INC_003925	Midsummer Night Event
IDS_TEXTCLIENT_INC_003926	Flyff Piece Exchange
IDS_TEXTCLIENT_INC_003927	Wieviele Pieces tauschen?
IDS_TEXTCLIENT_INC_003928	Du hast nicht genug Gegenstände zum tauschen!
IDS_TEXTCLIENT_INC_003929	BT Punkte : %d%%
IDS_TEXTCLIENT_INC_003930	
IDS_TEXTCLIENT_INC_003931	
IDS_TEXTCLIENT_INC_003932	Die Attribute STR, STA, DEX und INT werden zufällig erhöht oder gesenkt. Willst du weiter machen?
IDS_TEXTCLIENT_INC_003933	Zufällig hinzugefügte Attribute werden wieder entfernt. Willst du weiter machen?
IDS_TEXTCLIENT_INC_003934	Attribute können nicht entfernt werden, da zuvor keine per Stat Dice hinzugefügt wurden.
IDS_TEXTCLIENT_INC_003935	Teddy Bear färben
IDS_TEXTCLIENT_INC_003936	Zum Einfärben benötigst du einen Teddybär und Farbe.
IDS_TEXTCLIENT_INC_003937	1 Blue Dye + Teddy Bear -> Blue Teddy Bear
IDS_TEXTCLIENT_INC_003938	1 Yellow Dye + Teddy Bear -> Yellow Teddy Bear
IDS_TEXTCLIENT_INC_003939	1 Pink Dye + Teddy Bear -> Pink Teddy Bear
IDS_TEXTCLIENT_INC_003940	Tausche Snowflake und Magic Dust in Event Item ein
IDS_TEXTCLIENT_INC_003941	Tausche Snowflake und Magic Dust in Event Item ein
IDS_TEXTCLIENT_INC_003942	100 Golden Snow Crystal + 10 Christmas Magic Powder -> Christmas Pet Box
IDS_TEXTCLIENT_INC_003943	100 Golden Snow Crystal + 20 Christmas Magic Powder -> Lawolf Sled
IDS_TEXTCLIENT_INC_003944	150 Golden Snow Crystal + 30 Christmas Magic Powder -> Christmas Toy Weapon Box A
IDS_TEXTCLIENT_INC_003945	150 Golden Snow Crystal + 30 Christmas Magic Powder -> Christmas Toy Weapon Box B
IDS_TEXTCLIENT_INC_003946	150 Golden Snow Crystal + 30 Christmas Magic Powder -> Christmas Gloves Costume Box 
IDS_TEXTCLIENT_INC_003947	150 Golden Snow Crystal + 30 Christmas Magic Powder -> Christmas Mask Box A
IDS_TEXTCLIENT_INC_003948	150 Golden Snow Crystal + 30 Christmas Magic Powder -> Christmas Mask Box B
IDS_TEXTCLIENT_INC_003949	150 Golden Snow Crystal + 30 Christmas Magic Powder -> Christmas Clock Box
IDS_TEXTCLIENT_INC_003950	100 Golden Snow Crystal + 10 Christmas Magic Powder -> Turtle King's Shell
IDS_TEXTCLIENT_INC_003951	Candy Cane tauschen
IDS_TEXTCLIENT_INC_003952	Aufgewerteten Candy Cane tauschen.
IDS_TEXTCLIENT_INC_003953	Candy Cane
IDS_TEXTCLIENT_INC_003954	Candy Cane
IDS_TEXTCLIENT_INC_003955	Candy Cane
IDS_TEXTCLIENT_INC_003956	Candy Cane
IDS_TEXTCLIENT_INC_003957	Candy Cane
IDS_TEXTCLIENT_INC_003958	Christmas Box handeln
IDS_TEXTCLIENT_INC_003959	Das kannst du hier nicht benutzen.
IDS_TEXTCLIENT_INC_003960	Das kannst du während des Guild War nicht benutzen.
IDS_TEXTCLIENT_INC_003961	Das kannst du während des Rainbow Race nicht benutzen.
IDS_TEXTCLIENT_INC_003962	Das kannst du im Secret Room nicht benutzen.
IDS_TEXTCLIENT_INC_003963	Das Geschlecht kann nicht geändert werden.
IDS_TEXTCLIENT_INC_003964	Valentinstag Geschenketausch
IDS_TEXTCLIENT_INC_003965	Bring mir Zutaten für Schokolade und ich stelle dir daraus leckere Sachen her.
IDS_TEXTCLIENT_INC_003966	5 white chocolate base, 5 dark chocolate base, 20  milk, -> 1 chocolate drink
IDS_TEXTCLIENT_INC_003967	5 white chocolate bases, 5 dark chocolate bases, 30 biscuits-> 1 chocolate
IDS_TEXTCLIENT_INC_003968	10 white chocolate bases, 10 dark chocolate base, 20 fresh whipped cream  -> 1 milk chocolate
IDS_TEXTCLIENT_INC_003969	30 White Chocolate Base, 30 Dark Chocolate Base , 50 fresh whipped cream ->1  Valentine chocolate
IDS_TEXTCLIENT_INC_003970	Token of Love
IDS_TEXTCLIENT_INC_003971	Love Chocolate & Bouquet of Love gegen Token of Love eintauschen.
IDS_TEXTCLIENT_INC_003972	a love bouquet & a love chocolate -> a love token  
IDS_TEXTCLIENT_INC_003973	Die Klasse %s kann diesen Gegenstand nicht verwenden
IDS_TEXTCLIENT_INC_003974	Wenn du den Stat Dice verwendest, werden die Attribute STR, STA, DEX und INT zufällig erhöht oder gesenkt, was in einem unerwünschten Ergebnis resultieren kann. Möchtest du fortfahren?
IDS_TEXTCLIENT_INC_003975	100 Yellow Notes -> 1 Yellow Bead
IDS_TEXTCLIENT_INC_003976	100 Yellow Notes -> 1 Yellow Chameleon Hat
IDS_TEXTCLIENT_INC_003977	50 Red Notes -> 1 Red Sun Box
IDS_TEXTCLIENT_INC_003978	50 Red Notes -> 1 Red Chameleon Hat
IDS_TEXTCLIENT_INC_003979	15 Blue Notes -> 1 Medium Guild House Teleporter (7 Tage)
IDS_TEXTCLIENT_INC_003980	30 Blue Notes -> 1 Blue Chameleon Hat
IDS_TEXTCLIENT_INC_003981	30 Green Notes -> 1  Merchant Agreement (7 Tage)
IDS_TEXTCLIENT_INC_003982	25 Green Notes -> 1 Green Chameleon Hat
IDS_TEXTCLIENT_INC_003983	White Day Tausch
IDS_TEXTCLIENT_INC_003984	Trick or Treat Box Tausch
IDS_TEXTCLIENT_INC_003985	Trick or Treat Box Tausch
IDS_TEXTCLIENT_INC_003986	Trick or Treat Box Tausch
IDS_TEXTCLIENT_INC_003987	Grape Tausch
IDS_TEXTCLIENT_INC_003988	Tausche deine Grapes gegen fantastische Weine ein!
IDS_TEXTCLIENT_INC_003989	Black Teddy Bear Tausch
IDS_TEXTCLIENT_INC_003990	Tausche Teddy Bear und Dye gegen gefärbte Teddy Bears ein!
IDS_TEXTCLIENT_INC_003991	Golden Christmas Token Tausch
IDS_TEXTCLIENT_INC_003992	Tausche deine Golden Christmas Tokens gegen verschiedene Preise ein!
IDS_TEXTCLIENT_INC_003993	Tausche Christmas Medal in Event Item ein
IDS_TEXTCLIENT_INC_003994	Tausche Christmas Medal in Event Item ein
IDS_TEXTCLIENT_INC_003995	Tausche Snowflake und Magic Dust in Event Item ein
IDS_TEXTCLIENT_INC_003996	Tausche Snowflake und Magic Dust in Event Item ein
IDS_TEXTCLIENT_INC_003997	Tausche Magic Stick in Event Item ein
IDS_TEXTCLIENT_INC_003998	Tausche Magic Stick in Event Item ein
IDS_TEXTCLIENT_INC_003999	Clover Tausch
IDS_TEXTCLIENT_INC_004000	Sammle Clovers und tausche sie gegen Preise ein!
IDS_TEXTCLIENT_INC_004001	Waffencoupon Tausch
IDS_TEXTCLIENT_INC_004002	Tausche deinen Waffencoupon gegen eine Waffenbox für deine erste Jobklasse ein. Bitte stelle sicher, dass du die passende für deine Klasse wählst.
IDS_TEXTCLIENT_INC_004003	Rüstungscoupon Tausch (männlich)
IDS_TEXTCLIENT_INC_004004	Tausche deinen Rüstungscoupon gegen eine Rüstungsbox (männlich) für deine zweite Jobklasse ein. Bitte stelle sicher, dass du die passende für deine Klasse wählst.
IDS_TEXTCLIENT_INC_004005	Rüstungscoupon Tausch (weiblich)
IDS_TEXTCLIENT_INC_004006	Tausche deinen Rüstungscoupon gegen eine Rüstungsbox (weiblich) für deine zweite Jobklasse ein. Bitte stelle sicher, dass du die passende für deine Klasse wählst.
IDS_TEXTCLIENT_INC_004007	Golden Piggy 2015 Exchange
IDS_TEXTCLIENT_INC_004008	I'll exchange a super ultra gifts! When you have a Golden Piggy 2015
IDS_TEXTCLIENT_INC_004009	Casual Hanbok Set eintauschen
IDS_TEXTCLIENT_INC_004010	Sammle die verschiedenen Coupons und tausche sie gegen ein Casual Hanbok Set ein.
IDS_TEXTCLIENT_INC_004011	Gegen Casual Hanbok Set (Männlich) eintauschen
IDS_TEXTCLIENT_INC_004012	Gegen Casual Hanbok Set (Weiblich) eintauschen
IDS_TEXTCLIENT_INC_004013 	Zu Baruna Ultimate wechseln
IDS_TEXTCLIENT_INC_004014	Kartenverbesserung
IDS_TEXTCLIENT_INC_004015	Gegenstand einordnen
IDS_TEXTCLIENT_INC_004016	Kartenverbesserung fehlgeschlagen. % der verwendeten Karte wurde zerstört. 
IDS_TEXTCLIENT_INC_004017	Kartenverbesserung fehlgeschlagen. 
IDS_TEXTCLIENT_INC_004018	Kartenverbesserung erfolgreich!
IDS_TEXTCLIENT_INC_004019	Die täglichen Quests wurden bereits abgeschlossen. 
IDS_TEXTCLIENT_INC_004020	Card Piece eintauschen
IDS_TEXTCLIENT_INC_004021	10 Volcano Card (10%) Pieces ? Volcano Card (10%)
IDS_TEXTCLIENT_INC_004022	10 Volcano Card (10%) Pieces gegen 1 Volcano Card (10%) eingetauscht
IDS_TEXTCLIENT_INC_004023	Nicht genügend Volcano Card (10%) Pieces
IDS_TEXTCLIENT_INC_004024	10 Ocean Card (10%) Pieces ? Ocean Card (10%)
IDS_TEXTCLIENT_INC_004025	10 Ocean Card (10%) Pieces gegen 1 Ocean Card (10%) eingetauscht
IDS_TEXTCLIENT_INC_004026	Nicht genügend Ocean Card (10%) Pieces
IDS_TEXTCLIENT_INC_004027	10 Vacuum Card (10%) Pieces ? Vacuum Card (10%)
IDS_TEXTCLIENT_INC_004028	10 Vacuum Card (10%) Pieces gegen 1 Vacuum Card (10%) eingetauscht
IDS_TEXTCLIENT_INC_004029	Nicht genügend Vacuum Card (10%) Pieces
IDS_TEXTCLIENT_INC_004030	10 Lightning Card (10%) Pieces ? Lightning Card (10%)
IDS_TEXTCLIENT_INC_004031	10 Lightning Card (10%) Pieces gegen 1 Lightning Card (10%) eingetauscht
IDS_TEXTCLIENT_INC_004032	Nicht genügend Lightning Card (10%) Pieces
IDS_TEXTCLIENT_INC_004033	10 Earthquake Card (10%) Pieces ? Earthquake Card (10%)
IDS_TEXTCLIENT_INC_004034	10 Earthquake Card (10%) Pieces gegen 1 Earthquake Card (10%) eingetauscht
IDS_TEXTCLIENT_INC_004035	Nicht genügend Earthquake Card (10%) Pieces
IDS_TEXTCLIENT_INC_004036	10 Fire Card (S) Pieces ? Fire Card (S)
IDS_TEXTCLIENT_INC_004037	10 Fire Card (S) Pieces gegen 1 Fire Card (S) eingetauscht
IDS_TEXTCLIENT_INC_004038	Nicht genügend Fire Card (S) Pieces
IDS_TEXTCLIENT_INC_004039	10 Water Card (S) Pieces ? Water Card (S)
IDS_TEXTCLIENT_INC_004040	10 Water Card (S) Pieces gegen 1 Water Card (S) eingetauscht
IDS_TEXTCLIENT_INC_004041	Nicht genügend Water Card (S) Pieces
IDS_TEXTCLIENT_INC_004042	10 Wind Card (S) Pieces ? Wind Card (S)
IDS_TEXTCLIENT_INC_004043	10 Wind Card (S) Pieces gegen 1 Wind Card (S) eingetauscht
IDS_TEXTCLIENT_INC_004044	Nicht genügend Wind Card (S) Pieces
IDS_TEXTCLIENT_INC_004045	10 Electric Card (S) Pieces ? Electric Card (S)
IDS_TEXTCLIENT_INC_004046	10 Electric Card (S) Pieces gegen 1 Electric Card (S) eingetauscht
IDS_TEXTCLIENT_INC_004047	Nicht genügend Electric Card (S) Pieces
IDS_TEXTCLIENT_INC_004048	10 Land Card (S) Pieces ? Land Card (S)
IDS_TEXTCLIENT_INC_004049	10 Land Card (S) Pieces gegen 1 Land Card (S) eingetauscht
IDS_TEXTCLIENT_INC_004050	Nicht genügend Land Card (S) Pieces
IDS_TEXTCLIENT_INC_004051	Sammle Gegenstandsteile (Pieces) am Contaminated Rhisis Trail und tausche sie gegen einen vollständigen Gegenstand ein. 
IDS_TEXTCLIENT_INC_004052	Sobald sich 10 Gegenstandsteile in deinem Inventar befinden, kannst du diese gegen einen vollständigen Gegenstand eintauschen. 
IDS_TEXTCLIENT_INC_004053	10%- und S-Grade-Karten können nur von Riesenmonstern gewonnen werden. Es ist also Vorsicht geboten. 
IDS_TEXTCLIENT_INC_004054	?Only %d guilds are ready for the Guild War. Guild War is delayed to next week. 
IDS_TEXTCLIENT_INC_004055	Neues Passwort eingeben
IDS_TEXTCLIENT_INC_004056	Neues Passwort bestätigen 
IDS_TEXTCLIENT_INC_004057	Passwörter stimmen nicht überein. Bitte gib das zweite Passwort erneut ein.
IDS_TEXTCLIENT_INC_004058	Zweites Passwort eingeben
IDS_TEXTCLIENT_INC_004059	Zweites Passwort bestätigen 
IDS_TEXTCLIENT_INC_004060	Hallo! Sammle Stücken des Contaminated Rhisis' Trail. Ich werde diese Stücken gegen einen Gegenstand eintauschen.
IDS_TEXTCLIENT_INC_004061	Bei mir kannst du 10 Stücken gegen einen Gegenstand eintauschen. Wähle mit Bedacht!
IDS_TEXTCLIENT_INC_004062	
IDS_TEXTCLIENT_INC_004063	
IDS_TEXTCLIENT_INC_004064	
IDS_TEXTCLIENT_INC_004065	
IDS_TEXTCLIENT_INC_004066	
IDS_TEXTCLIENT_INC_004067	
IDS_TEXTCLIENT_INC_004068	
IDS_TEXTCLIENT_INC_004069	
IDS_TEXTCLIENT_INC_004070	
IDS_TEXTCLIENT_INC_004071	
IDS_TEXTCLIENT_INC_004072	
IDS_TEXTCLIENT_INC_004073	
IDS_TEXTCLIENT_INC_004074	
IDS_TEXTCLIENT_INC_004075	OMG Coupon (Red) exchange
IDS_TEXTCLIENT_INC_004076	The costume can be exchange through OMG Coupon (Red).
IDS_TEXTCLIENT_INC_004077	
IDS_TEXTCLIENT_INC_004078	
IDS_TEXTCLIENT_INC_004079	
IDS_TEXTCLIENT_INC_004080	
IDS_TEXTCLIENT_INC_004081	
IDS_TEXTCLIENT_INC_004082	
IDS_TEXTCLIENT_INC_004083	OMG Coupon (Yellow) exchange
IDS_TEXTCLIENT_INC_004084	The costume can be exchange through OMG Coupon (Yellow).
IDS_TEXTCLIENT_INC_004085	
IDS_TEXTCLIENT_INC_004086	
IDS_TEXTCLIENT_INC_004087	
IDS_TEXTCLIENT_INC_004088	
IDS_TEXTCLIENT_INC_004089	
IDS_TEXTCLIENT_INC_004090	
IDS_TEXTCLIENT_INC_004091	OMG Coupon (Blue) exchange
IDS_TEXTCLIENT_INC_004092	The costume can be exchange through OMG Coupon (Blue).
IDS_TEXTCLIENT_INC_004093	
IDS_TEXTCLIENT_INC_004094	
IDS_TEXTCLIENT_INC_004095	
IDS_TEXTCLIENT_INC_004096	
IDS_TEXTCLIENT_INC_004097	
IDS_TEXTCLIENT_INC_004098	
IDS_TEXTCLIENT_INC_004099	OMG Coupon (Green) exchange
IDS_TEXTCLIENT_INC_004100	The costume can be exchange through OMG Coupon (Green).
IDS_TEXTCLIENT_INC_004101	
IDS_TEXTCLIENT_INC_004102	
IDS_TEXTCLIENT_INC_004103	
IDS_TEXTCLIENT_INC_004104	
IDS_TEXTCLIENT_INC_004105	
IDS_TEXTCLIENT_INC_004106	
IDS_TEXTCLIENT_INC_004107	Buff box exchange
IDS_TEXTCLIENT_INC_004108	OMG Coupons can be exchange for Buff box.
IDS_TEXTCLIENT_INC_004109	
IDS_TEXTCLIENT_INC_004110	
IDS_TEXTCLIENT_INC_004111	Power Up box exchange
IDS_TEXTCLIENT_INC_004112	OMG Coupons can be exchange for Buff box.
IDS_TEXTCLIENT_INC_004113	Duel Box (Power Up) exchange
IDS_TEXTCLIENT_INC_004114	Upgrading box exchange
IDS_TEXTCLIENT_INC_004115	OMG Coupons can be exchange for Upgrading box.
IDS_TEXTCLIENT_INC_004116	
IDS_TEXTCLIENT_INC_004117	
IDS_TEXTCLIENT_INC_004118	
IDS_TEXTCLIENT_INC_004119	
IDS_TEXTCLIENT_INC_004120	
IDS_TEXTCLIENT_INC_004121	
IDS_TEXTCLIENT_INC_004122	
IDS_TEXTCLIENT_INC_004123	
IDS_TEXTCLIENT_INC_004124	
IDS_TEXTCLIENT_INC_004125	
IDS_TEXTCLIENT_INC_004126	
IDS_TEXTCLIENT_INC_004127	
IDS_TEXTCLIENT_INC_004128	Hol dir ein Garnet! [10 Garnet Pieces]
IDS_TEXTCLIENT_INC_004129	Du hast ein Garnet erhalten!
IDS_TEXTCLIENT_INC_004130	Du besitzt nicht genug Garnet Pieces
IDS_TEXTCLIENT_INC_004131	Hol dir ein Turquoise! [10 Turquoise Pieces]
IDS_TEXTCLIENT_INC_004132	Du hast ein Turquoise erhalten!
IDS_TEXTCLIENT_INC_004133	Du besitzt nicht genug Turquoise Pieces
IDS_TEXTCLIENT_INC_004134	Hol dir ein Aquamarine! [10 Aquamarine Pieces]
IDS_TEXTCLIENT_INC_004135	Du hast ein Aquamarine erhalten!
IDS_TEXTCLIENT_INC_004136	Du besitzt nicht genug Aquamarine Pieces
IDS_TEXTCLIENT_INC_004137	Hol dir einen Amethyst! [10 Amethyst Pieces]
IDS_TEXTCLIENT_INC_004138	Du hast einen Amethyst erhalten!
IDS_TEXTCLIENT_INC_004139	Du besitzt nicht genug Amethyst Pieces
IDS_TEXTCLIENT_INC_004140	Hol dir einen Lightning Stone! [10 Lightning Powder]
IDS_TEXTCLIENT_INC_004141	Du hast einen Lightning Stone erhalten!
IDS_TEXTCLIENT_INC_004142	Du besitzt nicht genug Lightning Powder
